order_id,order_date,country,device_type,traffic_source,payment_method,product_category,order_value_eur,shipping_distance_km,high_risk_ip,is_fraud,governance_action
ORD-2023-004701,10/09/2023,France,Mobile,Social Media,Credit Card,Beauty,24.65,468.4,0,0,PASS
ORD-2025-009067,26/08/2025,Belgium,Tablet,Paid Ads,Debit Card,Electronics,93.03,274.7,0,0,PASS
ORD-2024-005454,30/09/2024,Turkey,Mobile,Email,Debit Card,Electronics,120.51,142.4,0,1,PASS
ORD-2023-008402,05/02/2023,Netherlands,Desktop,Marketplace,Debit Card,Garden,57.14,1399.7,0,0,PASS
ORD-2025-009764,29/06/2025,Germany,Mobile,Direct,Debit Card,Electronics,38.81,239.8,0,0,PASS
ORD-2024-010698,19/12/2024,Germany,Mobile,Direct,Credit Card,Home & Kitchen,18.2,833.6,0,0,PASS
ORD-2024-008643,29/03/2024,Netherlands,Desktop,Direct,Debit Card,Pet Supplies,24.15,658.4,0,1,PASS
ORD-2025-010460,06/10/2025,Netherlands,Tablet,Social Media,Credit Card,Sports,60.65,143.3,0,0,PASS
ORD-2023-001032,08/04/2023,Germany,Desktop,Organic Search,Debit Card,Beauty,31.19,1529.6,0,0,PASS
ORD-2023-004166,13/08/2023,Spain,Mobile,Organic Search,PayPal,Pet Supplies,54.07,283.9,0,0,PASS
ORD-2023-009935,25/04/2023,Netherlands,Mobile,Paid Ads,Klarna,Electronics,135.45,66.1,0,0,PASS
ORD-2024-006992,30/12/2024,France,Desktop,Email,Debit Card,Fashion,47.27,909.8,0,1,PASS
ORD-2023-007508,11/01/2023,Spain,Desktop,Marketplace,Klarna,Sports,93.66,952.3,0,0,PASS
ORD-2025-007873,23/02/2025,Turkey,Mobile,Organic Search,Debit Card,Home & Kitchen,10.71,505.2,0,0,PASS
ORD-2025-011244,03/10/2025,Belgium,Mobile,Marketplace,Debit Card,Home & Kitchen,129.71,510.7,0,0,PASS
ORD-2023-000764,30/11/2023,Netherlands,Mobile,Organic Search,Bank Transfer,Home & Kitchen,49.08,334.9,0,0,PASS
ORD-2025-008411,16/10/2025,Belgium,Mobile,Organic Search,Bank Transfer,Electronics,38.56,290.9,0,0,PASS
ORD-2024-010665,10/02/2024,Turkey,Mobile,Direct,Debit Card,Electronics,28.42,262.1,0,0,PASS
ORD-2023-003462,02/12/2023,Poland,Desktop,Social Media,PayPal,Fashion,48.98,69.2,0,0,PASS
ORD-2025-010612,02/03/2025,Netherlands,Tablet,Marketplace,PayPal,Sports,176.58,682.3,0,0,PASS
ORD-2024-002485,20/03/2024,Netherlands,Desktop,Marketplace,Debit Card,Beauty,55.49,600.4,0,0,PASS
ORD-2024-001223,26/02/2024,Germany,Tablet,Social Media,Klarna,Electronics,105.11,249.9,0,0,PASS
ORD-2025-006609,27/10/2025,Netherlands,Mobile,Direct,Debit Card,Garden,93.32,247.5,0,0,PASS
ORD-2025-002135,14/07/2025,France,Tablet,Paid Ads,Credit Card,Electronics,51.32,638.2,0,0,PASS
ORD-2025-002424,30/03/2025,Netherlands,Mobile,Marketplace,Bank Transfer,Fashion,20.64,882.0,0,0,PASS
ORD-2025-003777,28/02/2025,Belgium,Desktop,Marketplace,Klarna,Electronics,171.45,629.9,0,0,PASS
ORD-2023-006642,29/04/2023,Netherlands,Mobile,Paid Ads,Credit Card,Garden,26.46,117.6,0,0,PASS
ORD-2024-006197,19/10/2024,Netherlands,Desktop,Social Media,Klarna,Garden,56.19,242.6,0,0,PASS
ORD-2023-005196,22/09/2023,Netherlands,Desktop,Direct,Debit Card,Home & Kitchen,64.68,917.2,0,0,PASS
ORD-2025-008544,09/06/2025,Italy,Desktop,Direct,Credit Card,Sports,35.97,741.0,0,0,PASS
ORD-2023-006303,19/05/2023,Spain,Mobile,Paid Ads,Klarna,Garden,13.1,334.5,1,0,MFA_CHALLENGE
ORD-2025-004340,12/10/2025,Poland,Desktop,Marketplace,Debit Card,Home & Kitchen,167.33,681.8,0,0,PASS
ORD-2023-001576,12/04/2023,Netherlands,Mobile,Marketplace,Klarna,Home & Kitchen,41.8,280.4,0,0,PASS
ORD-2024-000510,23/06/2024,Spain,Mobile,Direct,PayPal,Fashion,10.44,431.5,0,0,PASS
ORD-2024-009341,19/07/2024,Turkey,Mobile,Social Media,Credit Card,Beauty,13.28,729.0,0,0,PASS
ORD-2025-006192,20/03/2025,Germany,Mobile,Social Media,PayPal,Garden,81.19,235.3,0,0,PASS
ORD-2023-008992,02/09/2023,Spain,Mobile,Organic Search,Debit Card,Electronics,76.55,186.6,0,0,PASS
ORD-2024-002305,29/06/2024,Belgium,Mobile,Paid Ads,Credit Card,Pet Supplies,43.53,946.1,0,0,PASS
ORD-2023-004449,21/02/2023,Poland,Desktop,Direct,Credit Card,Beauty,22.45,248.1,0,0,PASS
ORD-2023-000749,16/09/2023,Germany,Desktop,Paid Ads,Credit Card,Garden,69.04,625.0,0,0,PASS
ORD-2025-008752,17/06/2025,Netherlands,Desktop,Organic Search,Klarna,Home & Kitchen,14.11,129.3,0,1,PASS
ORD-2025-011529,05/08/2025,Italy,Mobile,Organic Search,Klarna,Electronics,82.74,686.4,0,0,PASS
ORD-2024-001260,31/12/2024,Netherlands,Mobile,Direct,Credit Card,Home & Kitchen,95.64,353.9,0,0,PASS
ORD-2024-003078,10/05/2024,France,Mobile,Paid Ads,Credit Card,Pet Supplies,38.28,514.8,0,0,PASS
ORD-2024-011433,17/02/2024,Turkey,Mobile,Organic Search,PayPal,Electronics,117.67,200.2,0,0,PASS
ORD-2024-001889,28/01/2024,Netherlands,Mobile,Direct,Credit Card,Fashion,54.49,543.2,0,0,PASS
ORD-2023-011559,27/04/2023,Poland,Mobile,Email,Credit Card,Home & Kitchen,40.6,842.4,0,0,PASS
ORD-2024-003510,10/09/2024,Spain,Tablet,Paid Ads,Klarna,Sports,33.01,213.6,0,0,PASS
ORD-2025-000712,28/01/2025,Italy,Tablet,Organic Search,Debit Card,Electronics,28.27,540.7,0,0,PASS
ORD-2024-009414,20/06/2024,Belgium,Mobile,Paid Ads,Debit Card,Sports,27.69,442.7,0,0,PASS
ORD-2024-010946,25/05/2024,Poland,Desktop,Paid Ads,PayPal,Home & Kitchen,161.82,472.7,0,0,PASS
ORD-2023-004635,30/11/2023,Poland,Mobile,Organic Search,Gift Card,Home & Kitchen,99.97,630.3,0,0,PASS
ORD-2025-007552,05/10/2025,France,Mobile,Paid Ads,PayPal,Fashion,82.53,434.6,0,0,PASS
ORD-2023-007406,14/03/2023,Poland,Mobile,Organic Search,Credit Card,Garden,34.83,227.0,0,0,PASS
ORD-2023-001373,02/05/2023,Belgium,Desktop,Direct,Debit Card,Fashion,25.24,1046.5,0,0,PASS
ORD-2025-011201,03/07/2025,Netherlands,Desktop,Social Media,Credit Card,Home & Kitchen,37.84,1333.3,0,0,PASS
ORD-2025-000713,17/06/2025,Spain,Desktop,Paid Ads,Debit Card,Electronics,129.09,622.6,0,0,PASS
ORD-2025-003330,01/04/2025,Spain,Desktop,Direct,Credit Card,Home & Kitchen,71.1,498.3,0,0,PASS
ORD-2024-007717,12/05/2024,Turkey,Tablet,Social Media,Gift Card,Garden,92.04,747.3,0,0,PASS
ORD-2024-007812,08/04/2024,France,Desktop,Social Media,Debit Card,Electronics,41.99,475.6,0,0,PASS
ORD-2024-010131,12/07/2024,Belgium,Desktop,Organic Search,Bank Transfer,Sports,22.25,769.2,0,0,PASS
ORD-2025-003695,18/11/2025,Spain,Desktop,Social Media,Klarna,Home & Kitchen,23.92,190.0,0,0,PASS
ORD-2023-006953,06/12/2023,Netherlands,Mobile,Organic Search,Klarna,Electronics,138.69,1151.3,0,0,PASS
ORD-2023-004747,11/04/2023,Netherlands,Mobile,Paid Ads,Gift Card,Toys,57.63,436.1,0,0,PASS
ORD-2024-009816,04/05/2024,Netherlands,Mobile,Marketplace,Klarna,Garden,35.03,435.5,1,0,PASS
ORD-2025-006426,26/01/2025,Turkey,Mobile,Organic Search,Credit Card,Home & Kitchen,220.99,438.0,0,0,PASS
ORD-2025-009703,12/08/2025,Italy,Mobile,Organic Search,Credit Card,Home & Kitchen,78.0,242.6,0,0,PASS
ORD-2024-001483,14/08/2024,Netherlands,Desktop,Paid Ads,Credit Card,Sports,95.79,305.9,0,0,PASS
ORD-2024-001490,29/07/2024,Turkey,Mobile,Paid Ads,Credit Card,Home & Kitchen,70.29,566.4,0,0,PASS
ORD-2024-000105,17/05/2024,Germany,Desktop,Marketplace,Debit Card,Home & Kitchen,27.39,223.6,0,0,PASS
ORD-2023-007798,27/05/2023,France,Mobile,Paid Ads,Credit Card,Fashion,35.39,373.6,0,0,PASS
ORD-2025-001795,20/06/2025,Turkey,Desktop,Direct,Credit Card,Sports,85.33,566.9,0,0,PASS
ORD-2025-009669,25/10/2025,Belgium,Desktop,Marketplace,PayPal,Sports,94.79,380.2,0,0,PASS
ORD-2024-001822,20/11/2024,Netherlands,Tablet,Paid Ads,Credit Card,Fashion,65.26,509.5,0,0,PASS
ORD-2025-002387,30/03/2025,Poland,Desktop,Paid Ads,Credit Card,Fashion,49.98,710.4,0,0,PASS
ORD-2023-005184,01/10/2023,Netherlands,Mobile,Paid Ads,Debit Card,Electronics,89.4,281.9,0,1,PASS
ORD-2024-005091,13/03/2024,France,Mobile,Paid Ads,Gift Card,Garden,36.22,682.7,0,0,PASS
ORD-2025-004258,10/04/2025,France,Mobile,Organic Search,PayPal,Pet Supplies,38.8,496.4,0,0,PASS
ORD-2025-001742,04/09/2025,Netherlands,Mobile,Paid Ads,Debit Card,Fashion,29.74,202.7,0,0,PASS
ORD-2023-001659,26/05/2023,Italy,Mobile,Social Media,Credit Card,Toys,24.26,965.0,0,0,PASS
ORD-2023-000213,10/06/2023,Germany,Mobile,Paid Ads,Debit Card,Sports,9.9,173.4,0,0,PASS
ORD-2023-005318,02/08/2023,Germany,Mobile,Direct,Credit Card,Toys,74.9,32.8,0,0,PASS
ORD-2024-009250,30/03/2024,France,Mobile,Marketplace,Klarna,Beauty,70.3,549.2,0,0,PASS
ORD-2023-006015,23/07/2023,Spain,Tablet,Social Media,Credit Card,Sports,24.61,660.8,0,0,PASS
ORD-2023-003059,30/06/2023,Belgium,Desktop,Paid Ads,Credit Card,Electronics,119.73,608.3,0,0,PASS
ORD-2025-000324,17/12/2025,Belgium,Desktop,Organic Search,Credit Card,Beauty,13.47,127.9,0,0,PASS
ORD-2024-011304,22/11/2024,Netherlands,Tablet,Organic Search,PayPal,Beauty,25.45,434.3,0,0,PASS
ORD-2024-001098,11/09/2024,France,Mobile,Direct,Credit Card,Home & Kitchen,224.37,436.3,0,0,PASS
ORD-2024-010586,24/12/2024,Germany,Desktop,Organic Search,Debit Card,Electronics,99.08,507.6,0,0,PASS
ORD-2024-001360,03/11/2024,Belgium,Tablet,Email,Credit Card,Home & Kitchen,248.7,394.1,0,0,PASS
ORD-2025-000335,15/06/2025,Belgium,Mobile,Marketplace,Klarna,Toys,20.77,512.6,0,0,PASS
ORD-2023-005492,16/07/2023,Germany,Mobile,Paid Ads,Credit Card,Electronics,81.46,324.6,0,0,PASS
ORD-2023-003111,16/06/2023,Netherlands,Desktop,Organic Search,PayPal,Garden,304.28,733.5,0,0,PASS
ORD-2024-003475,25/06/2024,Netherlands,Desktop,Direct,PayPal,Garden,45.5,410.4,0,0,PASS
ORD-2025-004903,22/04/2025,Germany,Mobile,Paid Ads,Credit Card,Beauty,38.41,109.5,0,0,PASS
ORD-2024-001614,14/04/2024,Germany,Mobile,Email,Klarna,Fashion,5.0,154.0,0,0,PASS
ORD-2023-006667,04/06/2023,Belgium,Tablet,Social Media,Gift Card,Sports,107.7,499.3,0,0,PASS
ORD-2024-000793,17/05/2024,Belgium,Mobile,Paid Ads,Klarna,Garden,124.69,414.9,1,0,MFA_CHALLENGE
ORD-2025-000234,28/05/2025,Belgium,Mobile,Paid Ads,Credit Card,Home & Kitchen,50.39,118.5,0,0,PASS
ORD-2023-010294,03/12/2023,Netherlands,Mobile,Organic Search,Credit Card,Fashion,71.43,263.6,0,0,PASS
ORD-2024-009114,06/10/2024,France,Mobile,Social Media,PayPal,Sports,37.29,424.5,1,1,IMMEDIATE_BLOCK
ORD-2023-001065,26/11/2023,Germany,Mobile,Email,PayPal,Toys,26.67,73.8,1,0,PASS
ORD-2023-000210,04/12/2023,Netherlands,Mobile,Social Media,PayPal,Home & Kitchen,20.85,532.9,0,0,PASS
ORD-2023-010409,15/06/2023,Netherlands,Mobile,Paid Ads,PayPal,Fashion,51.38,665.9,0,1,PASS
ORD-2023-008184,19/01/2023,Belgium,Mobile,Paid Ads,Debit Card,Garden,16.59,489.3,0,0,PASS
ORD-2024-005460,30/07/2024,Belgium,Desktop,Paid Ads,Credit Card,Sports,60.07,286.2,0,0,PASS
ORD-2025-006316,13/04/2025,Germany,Mobile,Marketplace,Credit Card,Sports,182.55,1019.4,0,0,PASS
ORD-2025-004841,01/01/2025,France,Mobile,Paid Ads,Credit Card,Home & Kitchen,136.02,1129.0,0,0,PASS
ORD-2023-008119,10/02/2023,Belgium,Mobile,Direct,Credit Card,Electronics,319.42,538.8,0,0,PASS
ORD-2023-004520,01/09/2023,Belgium,Tablet,Social Media,Bank Transfer,Electronics,52.55,427.5,0,0,PASS
ORD-2025-002414,24/12/2025,Netherlands,Mobile,Paid Ads,Credit Card,Garden,50.0,181.7,0,0,PASS
ORD-2024-004345,12/04/2024,Turkey,Mobile,Social Media,Credit Card,Home & Kitchen,23.83,1041.9,0,0,PASS
ORD-2024-011789,30/12/2024,France,Desktop,Organic Search,Credit Card,Beauty,10.4,198.1,0,0,PASS
ORD-2024-004885,19/07/2024,France,Desktop,Paid Ads,Gift Card,Sports,106.26,207.8,0,0,PASS
ORD-2025-009273,25/08/2025,Belgium,Desktop,Social Media,Debit Card,Home & Kitchen,21.49,194.9,0,0,PASS
ORD-2024-003543,07/09/2024,Belgium,Mobile,Social Media,Credit Card,Electronics,56.69,250.8,1,1,IMMEDIATE_BLOCK
ORD-2023-011552,29/06/2023,Netherlands,Mobile,Organic Search,PayPal,Pet Supplies,7.1,243.9,0,0,PASS
ORD-2024-000872,28/07/2024,Italy,Desktop,Paid Ads,PayPal,Home & Kitchen,24.71,294.9,1,0,MFA_CHALLENGE
ORD-2025-003622,13/03/2025,Germany,Desktop,Paid Ads,Credit Card,Home & Kitchen,54.19,1457.4,0,0,PASS
ORD-2025-001264,06/07/2025,France,Mobile,Email,Credit Card,Pet Supplies,19.03,421.5,0,0,PASS
ORD-2024-001619,08/05/2024,Netherlands,Mobile,Paid Ads,Debit Card,Sports,45.55,293.6,0,0,PASS
ORD-2025-006836,05/12/2025,Spain,Tablet,Organic Search,Klarna,Home & Kitchen,84.86,535.3,0,0,PASS
ORD-2024-011656,01/08/2024,Italy,Desktop,Paid Ads,Debit Card,Toys,74.6,476.6,0,0,PASS
ORD-2023-005769,15/03/2023,Germany,Tablet,Paid Ads,PayPal,Home & Kitchen,14.96,612.6,0,0,PASS
ORD-2025-002415,28/10/2025,France,Desktop,Paid Ads,Klarna,Electronics,67.79,305.7,0,0,PASS
ORD-2024-010789,08/12/2024,Germany,Desktop,Social Media,Credit Card,Sports,125.53,250.0,0,0,PASS
ORD-2024-005793,11/09/2024,Netherlands,Mobile,Direct,Credit Card,Beauty,6.63,363.4,0,0,PASS
ORD-2023-001221,22/12/2023,Italy,Mobile,Social Media,Debit Card,Electronics,115.61,1257.9,0,0,PASS
ORD-2024-011223,01/09/2024,Italy,Mobile,Organic Search,Debit Card,Fashion,24.41,483.9,0,0,PASS
ORD-2024-001766,04/05/2024,Netherlands,Desktop,Organic Search,Bank Transfer,Home & Kitchen,39.13,184.3,0,0,PASS
ORD-2023-009218,21/09/2023,Belgium,Mobile,Marketplace,PayPal,Toys,21.09,716.6,0,0,PASS
ORD-2023-002457,18/02/2023,Netherlands,Desktop,Paid Ads,Debit Card,Pet Supplies,56.11,675.2,0,0,PASS
ORD-2025-006947,30/10/2025,Germany,Mobile,Social Media,Credit Card,Fashion,22.69,283.0,0,0,PASS
ORD-2023-007888,12/10/2023,Germany,Desktop,Organic Search,Credit Card,Electronics,22.95,874.4,0,0,PASS
ORD-2025-002002,03/12/2025,Netherlands,Desktop,Organic Search,Credit Card,Beauty,8.91,614.2,0,0,PASS
ORD-2024-001514,04/05/2024,Germany,Mobile,Organic Search,Debit Card,Sports,37.49,460.5,0,0,PASS
ORD-2023-004442,03/10/2023,France,Desktop,Paid Ads,Bank Transfer,Pet Supplies,82.66,598.5,1,0,MFA_CHALLENGE
ORD-2025-002802,02/11/2025,Germany,Mobile,Paid Ads,Credit Card,Home & Kitchen,42.24,264.8,0,0,PASS
ORD-2024-004949,19/08/2024,Netherlands,Mobile,Direct,Debit Card,Electronics,47.46,251.7,0,0,PASS
ORD-2023-006848,23/04/2023,France,Mobile,Marketplace,Credit Card,Electronics,70.95,361.4,0,0,PASS
ORD-2025-002524,12/09/2025,Italy,Mobile,Direct,Debit Card,Pet Supplies,57.68,829.7,0,0,PASS
ORD-2024-004266,15/04/2024,Netherlands,Desktop,Direct,Debit Card,Home & Kitchen,53.27,349.3,0,1,PASS
ORD-2023-005966,19/07/2023,France,Mobile,Direct,Credit Card,Garden,14.85,313.3,0,0,PASS
ORD-2023-009200,20/10/2023,Netherlands,Mobile,Paid Ads,Credit Card,Sports,21.57,568.3,0,0,PASS
ORD-2024-007782,08/10/2024,Belgium,Mobile,Paid Ads,PayPal,Fashion,89.78,524.9,0,0,PASS
ORD-2025-011749,30/06/2025,Spain,Mobile,Social Media,Bank Transfer,Home & Kitchen,37.4,984.9,0,0,PASS
ORD-2024-004061,16/10/2024,Italy,Mobile,Social Media,Credit Card,Fashion,15.65,869.0,0,0,PASS
ORD-2025-003079,06/12/2025,Netherlands,Mobile,Paid Ads,Credit Card,Garden,48.23,166.0,0,0,PASS
ORD-2025-006932,19/08/2025,Germany,Mobile,Social Media,Gift Card,Home & Kitchen,135.4,152.8,0,0,PASS
ORD-2025-005153,12/09/2025,Poland,Mobile,Paid Ads,Klarna,Fashion,34.26,691.2,0,0,PASS
ORD-2023-009635,22/03/2023,Belgium,Desktop,Social Media,Credit Card,Garden,71.94,852.0,0,0,PASS
ORD-2025-007041,17/02/2025,Netherlands,Desktop,Social Media,PayPal,Toys,7.0,207.9,0,0,PASS
ORD-2025-010319,23/04/2025,Turkey,Desktop,Organic Search,Bank Transfer,Sports,81.3,521.5,0,0,PASS
ORD-2024-002111,10/12/2024,Belgium,Tablet,Organic Search,Gift Card,Toys,70.9,179.3,0,0,PASS
ORD-2023-011988,27/12/2023,Netherlands,Desktop,Social Media,PayPal,Home & Kitchen,21.5,468.7,0,0,PASS
ORD-2025-002376,31/07/2025,Netherlands,Desktop,Paid Ads,Credit Card,Toys,24.63,471.5,0,0,PASS
ORD-2023-009137,15/01/2023,Germany,Mobile,Social Media,Bank Transfer,Beauty,34.23,890.5,0,0,PASS
ORD-2023-009170,01/03/2023,Italy,Mobile,Organic Search,Klarna,Pet Supplies,14.7,360.3,0,0,PASS
ORD-2025-009420,21/11/2025,Poland,Desktop,Organic Search,PayPal,Sports,34.55,28.0,0,0,PASS
ORD-2023-003818,22/02/2023,Poland,Desktop,Email,Debit Card,Home & Kitchen,68.4,680.9,0,0,PASS
ORD-2023-006346,24/09/2023,Germany,Mobile,Direct,Debit Card,Home & Kitchen,19.43,282.1,0,0,PASS
ORD-2024-007730,18/01/2024,Netherlands,Desktop,Organic Search,Klarna,Sports,23.21,546.7,0,0,PASS
ORD-2024-003547,21/01/2024,Netherlands,Desktop,Direct,Credit Card,Beauty,60.97,569.7,0,0,PASS
ORD-2025-003528,13/06/2025,Belgium,Mobile,Organic Search,Credit Card,Electronics,61.95,203.5,0,0,PASS
ORD-2025-010160,23/04/2025,Turkey,Mobile,Organic Search,Bank Transfer,Electronics,74.05,484.7,0,0,PASS
ORD-2024-006960,27/08/2024,Netherlands,Mobile,Paid Ads,PayPal,Home & Kitchen,82.69,177.2,0,0,PASS
ORD-2025-003718,04/04/2025,Netherlands,Desktop,Organic Search,Credit Card,Sports,34.18,371.0,0,0,PASS
ORD-2023-000618,21/04/2023,Netherlands,Desktop,Organic Search,Debit Card,Pet Supplies,36.25,1572.9,1,0,PASS
ORD-2024-007885,27/05/2024,Spain,Mobile,Organic Search,Credit Card,Sports,98.7,258.6,0,0,PASS
ORD-2024-004404,07/09/2024,Netherlands,Mobile,Social Media,Gift Card,Electronics,302.08,428.8,0,0,PASS
ORD-2023-005829,27/04/2023,Spain,Mobile,Organic Search,PayPal,Sports,18.79,700.7,0,0,PASS
ORD-2024-008210,09/03/2024,Spain,Tablet,Organic Search,Credit Card,Beauty,14.42,336.8,0,0,PASS
ORD-2024-010070,12/01/2024,Poland,Mobile,Direct,Debit Card,Sports,32.28,425.1,0,0,PASS
ORD-2025-002653,10/02/2025,Netherlands,Desktop,Marketplace,PayPal,Beauty,42.45,434.9,0,1,PASS
ORD-2023-006221,27/01/2023,France,Desktop,Organic Search,Credit Card,Beauty,21.81,333.7,0,0,PASS
ORD-2024-008628,21/03/2024,Netherlands,Mobile,Paid Ads,PayPal,Garden,52.16,204.9,0,0,PASS
ORD-2023-000746,16/11/2023,Netherlands,Desktop,Marketplace,PayPal,Home & Kitchen,32.9,96.8,0,0,PASS
ORD-2024-003542,11/06/2024,Spain,Mobile,Social Media,Credit Card,Electronics,75.51,57.9,0,0,PASS
ORD-2024-011755,01/08/2024,France,Mobile,Marketplace,Gift Card,Garden,32.35,775.0,0,0,PASS
ORD-2024-002005,25/02/2024,Germany,Tablet,Organic Search,Credit Card,Home & Kitchen,29.09,958.1,0,0,PASS
ORD-2024-007414,23/10/2024,Spain,Mobile,Organic Search,Bank Transfer,Home & Kitchen,42.83,264.9,0,0,PASS
ORD-2024-006573,06/01/2024,France,Mobile,Organic Search,Klarna,Fashion,51.85,186.7,0,0,PASS
ORD-2025-011466,25/08/2025,Netherlands,Desktop,Direct,PayPal,Beauty,169.83,272.3,0,0,PASS
ORD-2024-003048,19/06/2024,Netherlands,Desktop,Organic Search,Credit Card,Toys,17.42,408.7,0,0,PASS
ORD-2024-011267,28/12/2024,Germany,Desktop,Organic Search,Credit Card,Toys,33.1,794.0,0,0,PASS
ORD-2023-010626,11/02/2023,Netherlands,Mobile,Direct,Bank Transfer,Fashion,30.05,1236.3,0,0,PASS
ORD-2023-001337,27/04/2023,Poland,Desktop,Organic Search,Credit Card,Electronics,146.87,906.7,0,0,PASS
ORD-2023-009748,25/07/2023,Netherlands,Mobile,Direct,Debit Card,Toys,6.3,803.9,0,0,PASS
ORD-2023-007820,14/07/2023,Turkey,Desktop,Social Media,Credit Card,Toys,34.26,950.6,0,0,PASS
ORD-2023-005271,29/06/2023,Belgium,Desktop,Paid Ads,Debit Card,Home & Kitchen,64.93,184.0,0,0,PASS
ORD-2024-009596,18/08/2024,Netherlands,Mobile,Paid Ads,Credit Card,Pet Supplies,55.53,197.6,1,0,MFA_CHALLENGE
ORD-2024-003096,26/12/2024,Netherlands,Mobile,Paid Ads,Debit Card,Fashion,33.57,366.3,0,0,PASS
ORD-2024-004748,20/09/2024,France,Mobile,Organic Search,PayPal,Fashion,173.81,803.3,0,0,PASS
ORD-2023-003286,23/10/2023,Netherlands,Mobile,Paid Ads,Credit Card,Toys,13.3,434.0,0,0,PASS
ORD-2024-005279,10/09/2024,Belgium,Mobile,Email,Credit Card,Garden,99.23,348.9,0,0,PASS
ORD-2023-007319,11/08/2023,Spain,Desktop,Marketplace,Bank Transfer,Home & Kitchen,19.3,627.7,0,0,PASS
ORD-2024-011756,22/01/2024,Belgium,Mobile,Organic Search,Credit Card,Garden,51.29,114.6,0,0,PASS
ORD-2024-001314,05/03/2024,Spain,Mobile,Marketplace,Klarna,Fashion,20.41,792.9,0,0,PASS
ORD-2024-004510,20/12/2024,Poland,Mobile,Marketplace,PayPal,Electronics,83.97,274.8,0,0,PASS
ORD-2025-011989,24/11/2025,Spain,Mobile,Organic Search,PayPal,Fashion,46.5,146.0,0,0,PASS
ORD-2023-007146,02/08/2023,Poland,Mobile,Organic Search,Credit Card,Toys,26.14,419.5,0,0,PASS
ORD-2025-002904,08/12/2025,Spain,Mobile,Organic Search,Bank Transfer,Toys,18.02,652.4,0,0,PASS
ORD-2025-011845,01/08/2025,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,156.98,293.0,1,1,IMMEDIATE_BLOCK
ORD-2025-007034,19/05/2025,Belgium,Mobile,Social Media,Klarna,Sports,37.89,1458.9,0,0,PASS
ORD-2025-003334,23/10/2025,Germany,Desktop,Paid Ads,PayPal,Garden,9.97,87.5,0,0,PASS
ORD-2024-006326,14/01/2024,Belgium,Mobile,Direct,Credit Card,Sports,37.52,328.2,0,0,PASS
ORD-2025-003985,27/05/2025,Belgium,Mobile,Direct,Gift Card,Sports,49.48,578.8,1,0,PASS
ORD-2024-004393,31/01/2024,Netherlands,Desktop,Direct,PayPal,Sports,56.84,349.0,0,0,PASS
ORD-2023-003054,06/10/2023,Germany,Mobile,Social Media,PayPal,Electronics,131.33,336.5,0,0,PASS
ORD-2025-009409,17/08/2025,Netherlands,Desktop,Organic Search,Debit Card,Home & Kitchen,40.81,137.5,0,0,PASS
ORD-2025-000977,03/05/2025,Belgium,Mobile,Marketplace,Debit Card,Home & Kitchen,56.79,219.1,0,0,PASS
ORD-2024-005860,12/11/2024,Turkey,Mobile,Direct,Credit Card,Toys,48.05,526.5,0,0,PASS
ORD-2024-004703,14/02/2024,Netherlands,Desktop,Email,Debit Card,Pet Supplies,27.17,120.4,0,0,PASS
ORD-2025-000654,15/11/2025,Italy,Mobile,Organic Search,Gift Card,Fashion,52.09,18.9,0,0,PASS
ORD-2023-009704,10/09/2023,Netherlands,Tablet,Direct,Credit Card,Home & Kitchen,179.51,146.9,0,0,PASS
ORD-2023-002270,17/09/2023,Netherlands,Mobile,Paid Ads,Credit Card,Garden,90.37,252.0,0,0,PASS
ORD-2024-011983,21/08/2024,Poland,Mobile,Organic Search,Credit Card,Electronics,41.08,288.0,0,0,PASS
ORD-2023-007793,25/04/2023,Germany,Desktop,Direct,PayPal,Sports,30.99,968.4,0,0,PASS
ORD-2025-011994,13/04/2025,Netherlands,Desktop,Marketplace,Credit Card,Home & Kitchen,61.5,519.7,0,0,PASS
ORD-2024-011642,18/09/2024,Netherlands,Desktop,Marketplace,Debit Card,Home & Kitchen,32.63,150.7,0,0,PASS
ORD-2023-006863,07/08/2023,Germany,Desktop,Organic Search,PayPal,Toys,14.05,255.7,0,0,PASS
ORD-2024-008444,22/04/2024,Netherlands,Desktop,Organic Search,Bank Transfer,Beauty,19.92,591.1,0,0,PASS
ORD-2023-004100,21/12/2023,France,Mobile,Organic Search,Klarna,Home & Kitchen,90.48,694.3,0,0,PASS
ORD-2024-009593,11/10/2024,Belgium,Mobile,Paid Ads,Credit Card,Sports,23.94,675.8,0,0,PASS
ORD-2025-010803,30/03/2025,Belgium,Mobile,Organic Search,Gift Card,Fashion,49.62,201.5,1,0,PASS
ORD-2024-007153,30/11/2024,France,Mobile,Social Media,Debit Card,Beauty,42.2,1167.4,0,0,PASS
ORD-2023-000612,10/03/2023,Germany,Mobile,Social Media,Bank Transfer,Home & Kitchen,28.72,1266.8,0,0,PASS
ORD-2024-003754,28/09/2024,Netherlands,Mobile,Organic Search,Credit Card,Toys,15.42,484.0,0,0,PASS
ORD-2025-002115,10/07/2025,Belgium,Mobile,Organic Search,Credit Card,Electronics,26.03,520.9,0,0,PASS
ORD-2025-004685,19/01/2025,Italy,Mobile,Social Media,Gift Card,Pet Supplies,61.93,716.1,0,0,PASS
ORD-2023-010503,21/11/2023,Netherlands,Desktop,Direct,PayPal,Pet Supplies,54.8,287.8,0,0,PASS
