order_id,order_date,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,customer_support_contacts,review_score,is_returned,is_fraud,risk_label
ORD-2024-009135,11/02/2024,France,Mobile,Paid Ads,Credit Card,Home & Kitchen,325,1,26.11,33.11,2,0.03,145.5,3,0,0,0,0,4.1,0,1,Fraud Risk
ORD-2023-009938,30/10/2023,France,Desktop,Organic Search,Bank Transfer,Home & Kitchen,107,0,10.36,5.99,1,0.06,810.6,4,0,0,0,0,4.8,0,0,Normal
ORD-2023-010073,10/09/2023,Belgium,Mobile,Social Media,Debit Card,Toys,602,4,38.6,41.33,2,0.03,142.8,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-005413,03/07/2025,Netherlands,Mobile,Social Media,Klarna,Sports,147,0,39.9,52.07,1,0.03,154.9,3,0,0,0,1,4.8,0,0,Normal
ORD-2025-001420,24/01/2025,Germany,Tablet,Marketplace,PayPal,Home & Kitchen,571,1,45.85,44.18,1,0.19,183.8,5,0,0,0,0,4.5,0,0,Normal
ORD-2023-003371,17/05/2023,Netherlands,Mobile,Paid Ads,PayPal,Beauty,272,2,47.85,70.17,6,0.23,1065.1,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-003860,05/06/2025,Netherlands,Desktop,Paid Ads,PayPal,Home & Kitchen,556,1,51.8,82.45,3,0.18,54.6,6,0,0,0,0,4,0,0,Normal
ORD-2024-005046,06/02/2024,Belgium,Mobile,Direct,Bank Transfer,Beauty,70,1,22.31,11.46,3,0.06,230.7,3,0,0,0,0,5,0,0,Normal
ORD-2025-002026,25/07/2025,Germany,Tablet,Email,Debit Card,Garden,465,6,16.22,12.74,1,0.13,173.9,2,0,0,0,0,5,0,0,Normal
ORD-2025-000595,08/05/2025,Spain,Mobile,Social Media,Debit Card,Home & Kitchen,124,0,33.48,62.43,1,0.17,582.5,3,0,0,0,0,5,0,0,Normal
ORD-2024-001559,08/05/2024,Turkey,Mobile,Direct,Debit Card,Home & Kitchen,486,0,30.08,34.94,2,0.37,1611.5,5,0,0,1,0,4.5,0,0,Normal
ORD-2025-010646,12/08/2025,Spain,Mobile,Organic Search,PayPal,Sports,123,3,25.16,40.28,5,0.13,130.1,4,0,0,0,0,4.4,0,0,Normal
ORD-2024-006891,19/11/2024,Netherlands,Mobile,Marketplace,Gift Card,Garden,164,0,30.45,38.66,1,0.07,503.7,3,0,0,0,0,3.8,0,0,Normal
ORD-2023-010250,07/03/2023,Belgium,Mobile,Direct,Credit Card,Pet Supplies,390,2,40.86,45.27,1,0.1,229.1,6,0,0,0,0,4.4,0,0,Normal
ORD-2025-010331,18/05/2025,France,Mobile,Social Media,Credit Card,Electronics,385,5,44.44,50.81,1,0.07,171.1,4,0,0,0,1,4.1,0,0,Normal
ORD-2025-006021,01/02/2025,Belgium,Desktop,Paid Ads,Debit Card,Fashion,235,1,35.94,24.73,1,0.1,892.3,4,0,0,1,0,3.3,1,0,Return Risk
ORD-2024-003400,23/10/2024,Netherlands,Mobile,Email,PayPal,Electronics,518,1,56.77,117.32,1,0.34,554.4,5,0,0,0,0,4.5,0,0,Normal
ORD-2023-002059,30/09/2023,Germany,Mobile,Organic Search,Credit Card,Home & Kitchen,852,3,42.63,28.81,6,0.25,332.4,5,0,0,0,0,4.5,0,0,Normal
ORD-2025-007249,30/06/2025,Netherlands,Desktop,Organic Search,Credit Card,Fashion,387,0,126.55,92.99,3,0.19,161.2,3,0,0,0,0,3.6,1,0,Return Risk
ORD-2024-009933,15/08/2024,Spain,Tablet,Direct,PayPal,Electronics,99,0,37.84,46.63,1,0.13,68.8,3,0,0,0,0,4.5,0,0,Normal
ORD-2023-008120,11/09/2023,Netherlands,Mobile,Organic Search,Debit Card,Garden,22,1,114.5,198.79,7,0.15,223.4,3,0,1,0,1,4.6,0,0,Normal
ORD-2024-010426,22/12/2024,Turkey,Mobile,Organic Search,PayPal,Sports,239,2,45.77,45.16,1,0.15,463.2,4,0,0,0,0,4.6,0,0,Normal
ORD-2024-011500,04/12/2024,Germany,Desktop,Social Media,Debit Card,Pet Supplies,974,3,19.77,24.05,1,0.52,1125.7,6,1,0,1,0,3.8,0,1,Fraud Risk
ORD-2024-007785,17/04/2024,Turkey,Desktop,Paid Ads,Credit Card,Toys,262,2,34.57,19.23,5,0.13,160.3,2,0,0,0,1,4,0,0,Normal
ORD-2024-009416,14/06/2024,Spain,Mobile,Organic Search,Bank Transfer,Fashion,55,1,56.51,43.41,1,0.06,1156.8,6,1,0,0,1,3.5,0,0,Normal
ORD-2023-011478,28/10/2023,Italy,Desktop,Paid Ads,Credit Card,Sports,105,0,30.92,64.67,7,0.08,309.1,3,0,0,0,0,4.9,0,0,Normal
ORD-2025-003586,29/12/2025,Turkey,Mobile,Marketplace,PayPal,Home & Kitchen,109,0,44.59,54.28,1,0.3,59.4,4,0,0,0,0,3.9,0,0,Normal
ORD-2024-005341,21/04/2024,France,Mobile,Organic Search,Debit Card,Sports,297,0,57.18,64.29,2,0.19,1196.1,5,0,0,0,0,4.3,0,0,Normal
ORD-2024-007050,21/01/2024,Belgium,Desktop,Paid Ads,Debit Card,Home & Kitchen,96,1,24.22,29.56,8,0.19,96.5,2,0,0,0,0,5,0,0,Normal
ORD-2024-006958,19/04/2024,Netherlands,Mobile,Marketplace,Debit Card,Beauty,317,4,40.23,39,1,0.05,76.3,3,0,0,0,0,5,0,0,Normal
ORD-2023-000536,26/05/2023,Italy,Desktop,Social Media,Debit Card,Garden,327,2,31.14,52.88,5,0.03,228.6,5,0,0,0,0,5,0,0,Normal
ORD-2025-010613,01/05/2025,Germany,Mobile,Marketplace,Credit Card,Beauty,542,1,127.51,151.26,3,0.07,231.1,3,0,0,0,0,4.6,0,0,Normal
ORD-2024-000293,28/07/2024,Belgium,Mobile,Social Media,Klarna,Home & Kitchen,213,0,21.17,53.85,3,0.08,406.5,4,0,1,0,0,4.3,0,1,Fraud Risk
ORD-2023-002837,21/04/2023,Belgium,Mobile,Email,Debit Card,Garden,112,1,24.07,47.16,1,0.09,390.8,3,0,0,0,0,4.5,0,0,Normal
ORD-2025-004475,11/01/2025,France,Desktop,Organic Search,Debit Card,Electronics,371,1,52.08,103.7,1,0.03,452.4,3,0,0,0,0,3.8,0,0,Normal
ORD-2023-002871,13/08/2023,France,Mobile,Social Media,Credit Card,Electronics,188,0,42.67,58.53,2,0.09,357.5,6,0,0,0,0,4.9,0,0,Normal
ORD-2025-008281,10/07/2025,France,Mobile,Direct,Bank Transfer,Garden,619,1,8.95,5.11,2,0.01,354,3,0,0,0,0,5,0,0,Normal
ORD-2023-006175,18/12/2023,Italy,Desktop,Social Media,Credit Card,Fashion,327,2,24.15,36.32,1,0.11,116.1,4,0,0,1,0,3.6,1,1,Fraud Risk
ORD-2023-008458,16/09/2023,Netherlands,Mobile,Paid Ads,PayPal,Home & Kitchen,132,2,26.05,24.01,1,0.06,469.9,5,0,0,0,0,4.7,0,0,Normal
ORD-2024-010108,10/09/2024,Poland,Mobile,Social Media,Klarna,Home & Kitchen,137,1,63.82,47.54,2,0.05,178,5,0,0,0,0,4.3,0,0,Normal
ORD-2024-003647,25/11/2024,Spain,Mobile,Marketplace,Credit Card,Sports,129,1,75.3,91.57,3,0.02,652.8,6,1,0,0,0,4.1,0,0,Normal
ORD-2024-005182,08/08/2024,Poland,Tablet,Organic Search,PayPal,Fashion,14,1,27.55,55.92,1,0.26,9.6,2,0,0,0,0,5,0,0,Normal
ORD-2023-001319,18/07/2023,Netherlands,Tablet,Organic Search,PayPal,Home & Kitchen,729,2,85.93,145.79,1,0.43,387.3,5,0,0,0,0,5,0,0,Normal
ORD-2023-010957,18/02/2023,Germany,Mobile,Paid Ads,Debit Card,Beauty,134,0,60.07,16.15,2,0.36,623,4,0,1,0,0,5,0,0,Normal
ORD-2023-007429,15/12/2023,Netherlands,Mobile,Organic Search,Klarna,Electronics,581,4,27.82,55.93,7,0.04,305,5,0,0,0,0,4.3,0,0,Normal
ORD-2024-004013,02/07/2024,Belgium,Tablet,Email,Debit Card,Toys,127,1,60.64,47.56,1,0.04,223,3,0,0,0,0,4.7,0,0,Normal
ORD-2023-005653,19/04/2023,Belgium,Desktop,Social Media,Credit Card,Electronics,198,0,27.21,48.35,2,0.04,393.1,2,0,0,0,0,4.6,0,0,Normal
ORD-2025-007542,23/05/2025,France,Desktop,Organic Search,Credit Card,Home & Kitchen,215,0,46.78,39.08,2,0.09,569.3,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-006578,06/12/2025,Poland,Mobile,Direct,Debit Card,Electronics,357,1,129.84,264.74,1,0.16,301.8,2,0,0,0,0,4.9,0,0,Normal
ORD-2024-009657,25/10/2024,Belgium,Mobile,Direct,Klarna,Sports,95,0,35.53,66.58,3,0.09,764.2,3,0,0,0,0,4.5,0,0,Normal
ORD-2025-006460,13/03/2025,Italy,Mobile,Direct,Debit Card,Fashion,459,3,34.61,41.35,5,0.07,266.6,5,0,0,0,0,4,0,0,Normal
ORD-2025-008420,23/08/2025,Netherlands,Desktop,Direct,Debit Card,Electronics,132,2,18.5,19.45,1,0.34,212.5,4,0,0,0,0,5,0,0,Normal
ORD-2025-008537,31/01/2025,Belgium,Mobile,Paid Ads,PayPal,Home & Kitchen,411,4,117.36,190.44,8,0.29,299.7,5,0,0,0,0,4.3,0,0,Normal
ORD-2025-002229,08/10/2025,Poland,Mobile,Social Media,Debit Card,Beauty,193,2,31.68,30.37,4,0.15,378.9,5,0,0,0,0,3.3,1,0,Return Risk
ORD-2024-010039,24/07/2024,Belgium,Desktop,Social Media,Credit Card,Fashion,101,1,55.6,84.89,7,0.01,160.2,4,0,0,0,0,4.4,0,0,Normal
ORD-2023-005946,03/05/2023,France,Desktop,Social Media,Bank Transfer,Fashion,772,2,31.44,22.68,2,0.04,548.8,4,0,0,0,0,4.5,0,0,Normal
ORD-2024-011954,10/01/2024,France,Desktop,Organic Search,Debit Card,Toys,615,6,78.66,109.26,1,0.09,824.1,4,0,0,0,0,4.6,0,0,Normal
ORD-2023-008423,28/08/2023,Italy,Mobile,Paid Ads,Credit Card,Garden,188,2,26.74,45.12,6,0.24,162.9,4,0,0,0,0,3.4,1,0,Return Risk
ORD-2023-004251,05/03/2023,Netherlands,Desktop,Social Media,Debit Card,Beauty,349,1,46.36,13.59,3,0.26,97.2,3,0,0,0,0,4.4,0,0,Normal
ORD-2025-003874,24/07/2025,France,Desktop,Organic Search,Credit Card,Home & Kitchen,205,1,64.48,56.96,1,0.04,1284.6,6,1,1,0,1,3,1,1,Fraud Risk
ORD-2024-011343,06/09/2024,Poland,Tablet,Paid Ads,Klarna,Fashion,142,0,36.67,30.36,1,0.07,182.2,3,0,0,0,0,3.7,0,0,Normal
ORD-2023-000357,23/12/2023,Netherlands,Desktop,Direct,PayPal,Beauty,494,2,16.81,17.64,2,0.07,323.4,2,0,0,0,0,4.6,0,0,Normal
ORD-2025-011915,13/09/2025,Netherlands,Desktop,Social Media,Credit Card,Home & Kitchen,396,3,47.56,35.07,1,0.11,1551.5,5,0,0,0,0,5,0,0,Normal
ORD-2024-007753,04/10/2024,Belgium,Desktop,Social Media,Gift Card,Home & Kitchen,464,2,43.06,38.79,2,0.11,293,5,0,0,0,0,4.4,0,0,Normal
ORD-2024-007969,04/10/2024,Germany,Desktop,Marketplace,Debit Card,Electronics,635,3,31.73,81.73,1,0.19,848.3,4,0,0,0,0,5,0,0,Normal
ORD-2023-009991,09/10/2023,Italy,Mobile,Organic Search,Credit Card,Toys,412,4,84.21,213.06,2,0.12,480.1,5,0,0,0,0,4.4,0,0,Normal
ORD-2023-000838,29/12/2023,Netherlands,Desktop,Paid Ads,PayPal,Toys,152,3,22.66,6.46,8,0.02,385.3,4,0,0,0,1,5,0,0,Normal
ORD-2024-008924,10/01/2024,Netherlands,Mobile,Social Media,Debit Card,Electronics,320,0,12.59,26.67,1,0.1,447.6,3,0,0,0,0,5,0,0,Normal
ORD-2024-006308,16/10/2024,Belgium,Mobile,Paid Ads,Debit Card,Garden,289,1,30.65,11.88,1,0.06,710.2,4,0,0,0,0,4.8,0,0,Normal
ORD-2024-007290,24/11/2024,Germany,Desktop,Organic Search,Klarna,Home & Kitchen,135,0,67.62,86.53,2,0.4,1513,6,1,1,0,1,3,1,0,Return Risk
ORD-2024-002007,29/05/2024,France,Mobile,Marketplace,Debit Card,Beauty,286,2,31.47,15.36,1,0,785.4,4,0,0,0,0,5,0,0,Normal
ORD-2023-010604,18/07/2023,Turkey,Tablet,Direct,PayPal,Pet Supplies,455,1,31.64,14.14,2,0.28,429,4,0,0,0,0,4.1,0,0,Normal
ORD-2024-010712,14/03/2024,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,113,0,27.88,15.84,1,0.14,379.5,3,0,0,0,0,4.8,0,0,Normal
ORD-2023-008697,21/03/2023,Turkey,Mobile,Organic Search,Credit Card,Pet Supplies,172,2,23.22,12.69,1,0.08,306.2,2,0,0,0,0,3.8,0,0,Normal
ORD-2023-002363,03/06/2023,Germany,Desktop,Marketplace,Klarna,Home & Kitchen,628,4,38.05,46.89,1,0.27,308.8,5,0,0,0,0,4,0,0,Normal
ORD-2023-008966,26/07/2023,France,Mobile,Direct,PayPal,Electronics,177,0,61.67,97.3,2,0.1,44.9,3,0,0,1,0,5,0,0,Normal
ORD-2023-009658,17/10/2023,Belgium,Mobile,Paid Ads,Credit Card,Home & Kitchen,681,2,26.34,45.38,2,0.16,503.5,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-009872,09/12/2025,Netherlands,Mobile,Social Media,Credit Card,Electronics,307,3,36.62,75.46,7,0.06,732.7,3,0,0,0,0,4.5,0,0,Normal
ORD-2024-008770,08/08/2024,Netherlands,Mobile,Organic Search,Credit Card,Home & Kitchen,261,0,71.46,60.64,2,0.27,544.2,4,0,1,0,0,4.5,0,0,Normal
ORD-2024-007533,02/07/2024,Netherlands,Mobile,Paid Ads,Klarna,Garden,377,1,39.54,61.35,2,0.06,241.3,4,0,0,0,0,4.1,0,0,Normal
ORD-2025-002900,27/12/2025,Poland,Desktop,Organic Search,Credit Card,Electronics,64,0,38.25,31.32,3,0.06,1337.8,5,0,1,1,0,5,0,0,Normal
ORD-2023-001891,09/05/2023,Netherlands,Mobile,Marketplace,Debit Card,Home & Kitchen,339,3,44.81,51.46,2,0.04,266.1,4,0,0,0,1,3.6,0,0,Normal
ORD-2023-007256,27/05/2023,Italy,Desktop,Organic Search,Debit Card,Toys,571,4,105.2,66.78,2,0.05,553.9,5,0,0,0,0,4.4,0,0,Normal
ORD-2025-000158,05/02/2025,Netherlands,Tablet,Direct,PayPal,Home & Kitchen,132,1,34.09,35.22,2,0.23,1266.5,6,1,0,0,2,4.3,0,0,Normal
ORD-2024-009240,11/04/2024,Poland,Mobile,Social Media,Bank Transfer,Toys,111,0,65.45,39.15,1,0.36,34.6,3,0,0,0,0,3.6,1,0,Return Risk
ORD-2025-000128,09/10/2025,Germany,Mobile,Direct,Debit Card,Fashion,731,2,29.15,27.14,1,0.05,336.6,4,0,0,0,1,4.5,0,0,Normal
ORD-2025-006919,15/09/2025,Poland,Tablet,Direct,Klarna,Electronics,459,2,52.64,244.84,1,0.07,81.5,4,0,0,0,0,4.5,0,0,Normal
ORD-2023-008815,02/05/2023,Poland,Mobile,Organic Search,Klarna,Home & Kitchen,248,0,94.86,90.56,8,0.01,435.8,4,0,0,0,0,4.7,0,0,Normal
ORD-2023-001442,01/12/2023,Netherlands,Mobile,Email,Credit Card,Pet Supplies,1003,6,141.54,206.04,1,0.03,481,4,0,0,0,0,5,0,0,Normal
ORD-2025-006659,07/01/2025,Germany,Desktop,Email,Credit Card,Fashion,485,1,101.29,119.4,1,0.01,230.7,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-007280,06/12/2025,Germany,Desktop,Marketplace,PayPal,Beauty,417,0,40.76,40.83,2,0.18,1865.3,5,0,0,0,0,5,0,0,Normal
ORD-2025-002749,18/12/2025,Netherlands,Desktop,Social Media,Credit Card,Garden,432,3,75.06,153.92,3,0.07,645.2,4,0,0,0,0,5,0,0,Normal
ORD-2024-009952,18/05/2024,Poland,Mobile,Email,Bank Transfer,Beauty,62,0,19.56,12.56,4,0.28,479.3,4,0,0,0,0,4.5,0,0,Normal
ORD-2024-008455,14/02/2024,France,Tablet,Social Media,Klarna,Garden,177,1,46.82,78.6,3,0.13,516.8,2,0,0,0,0,5,0,0,Normal
ORD-2024-008964,22/01/2024,Poland,Desktop,Organic Search,Klarna,Home & Kitchen,429,1,45.73,28.18,2,0.12,491,5,0,0,0,0,4.7,0,0,Normal
ORD-2024-005498,23/07/2024,France,Desktop,Paid Ads,Klarna,Beauty,344,1,52.05,19.52,2,0.07,288,3,0,0,0,0,4.6,0,0,Normal
ORD-2024-003062,30/11/2024,Poland,Mobile,Organic Search,Klarna,Electronics,275,1,37.57,105.7,1,0.06,286.1,4,0,0,0,0,4,0,0,Normal
ORD-2023-009558,11/01/2023,Poland,Desktop,Paid Ads,Debit Card,Home & Kitchen,172,0,24.77,15.7,1,0.12,225.9,5,0,0,0,1,4.3,0,0,Normal
ORD-2025-006031,24/04/2025,Poland,Desktop,Organic Search,Credit Card,Garden,392,1,53.58,70.44,3,0.1,79.9,3,0,0,0,0,4.6,0,0,Normal
ORD-2025-005615,19/11/2025,Netherlands,Desktop,Email,Debit Card,Electronics,125,0,34.98,51.88,2,0.26,771.6,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-010045,25/09/2025,Netherlands,Mobile,Direct,PayPal,Electronics,191,1,26.26,40.56,1,0.26,552.6,4,0,0,0,0,3.6,1,0,Return Risk
ORD-2025-001058,15/05/2025,Netherlands,Mobile,Organic Search,Klarna,Fashion,1116,7,62.83,123.7,1,0.21,168.5,4,0,0,0,0,4.9,0,0,Normal
ORD-2025-001964,24/07/2025,Spain,Mobile,Paid Ads,PayPal,Home & Kitchen,175,1,28.32,55.88,1,0.01,10.5,3,0,0,0,0,3.3,1,0,Return Risk
ORD-2023-003126,06/03/2023,Germany,Mobile,Email,Credit Card,Pet Supplies,351,3,36.04,22.46,1,0.19,245.1,4,0,0,1,0,4,0,0,Normal
ORD-2023-011415,11/07/2023,Turkey,Tablet,Paid Ads,Klarna,Pet Supplies,398,2,29.21,15.44,1,0.35,458.1,6,1,0,0,0,3.6,0,0,Normal
ORD-2023-010500,14/04/2023,Germany,Desktop,Paid Ads,PayPal,Sports,200,0,70.76,88.71,3,0.01,591.5,5,0,0,0,0,4.4,0,0,Normal
ORD-2025-001128,17/01/2025,Germany,Mobile,Paid Ads,Credit Card,Garden,94,0,23.1,32.4,1,0.17,534,4,0,0,1,0,4.9,0,0,Normal
ORD-2024-006569,15/10/2024,Turkey,Mobile,Email,Gift Card,Electronics,157,6,70.05,79.9,1,0.05,872.1,6,1,0,1,1,3.2,0,0,Normal
ORD-2024-009460,11/09/2024,Italy,Mobile,Direct,Bank Transfer,Beauty,181,0,24.21,27.33,1,0.03,683.5,4,0,0,0,0,4.7,0,0,Normal
ORD-2024-011575,18/06/2024,Turkey,Desktop,Paid Ads,Debit Card,Garden,196,1,33.15,30.79,1,0.11,137.2,3,0,0,1,0,5,0,0,Normal
ORD-2023-010290,21/01/2023,Netherlands,Tablet,Marketplace,Debit Card,Electronics,202,0,55.49,109.99,6,0.19,423.6,5,0,0,0,0,4.6,0,0,Normal
ORD-2023-009555,20/07/2023,Belgium,Mobile,Direct,Credit Card,Electronics,253,0,32.79,67.87,2,0.21,119.2,2,0,0,0,0,4.2,0,0,Normal
ORD-2023-011655,01/12/2023,Germany,Desktop,Direct,Credit Card,Home & Kitchen,236,3,47.38,33.89,2,0.28,196,5,0,0,0,1,4.4,0,0,Normal
ORD-2025-007245,12/03/2025,Germany,Mobile,Social Media,Debit Card,Pet Supplies,769,4,102.49,97.2,4,0.26,406.1,5,0,0,0,0,4.7,0,0,Normal
ORD-2024-011047,18/05/2024,Belgium,Mobile,Marketplace,Debit Card,Fashion,560,3,160.15,189.16,1,0.14,40.3,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-001544,24/03/2025,Italy,Desktop,Paid Ads,Klarna,Sports,100,1,29.05,34.49,1,0.13,145.1,4,0,0,0,0,4.4,0,0,Normal
ORD-2023-005991,04/08/2023,Germany,Desktop,Social Media,Bank Transfer,Garden,365,0,80.43,57.4,1,0.23,351.5,5,0,0,0,0,4.1,0,0,Normal
ORD-2024-005307,05/06/2024,Belgium,Mobile,Direct,Klarna,Beauty,459,0,71.52,44.72,3,0.16,186.7,4,0,0,0,0,4.3,0,0,Normal
ORD-2023-007479,16/10/2023,Netherlands,Mobile,Paid Ads,Debit Card,Home & Kitchen,511,3,32.69,70.45,1,0.36,1071,5,0,0,0,0,4.9,0,0,Normal
ORD-2024-002269,04/09/2024,Netherlands,Desktop,Marketplace,Debit Card,Electronics,287,1,36,84.94,2,0.05,127.4,2,0,0,0,0,3.9,0,0,Normal
ORD-2024-007169,30/11/2024,Netherlands,Mobile,Paid Ads,PayPal,Sports,222,1,38.45,25.77,2,0.08,235.3,4,0,0,0,0,4.5,0,0,Normal
ORD-2024-011867,15/03/2024,Spain,Mobile,Paid Ads,PayPal,Garden,119,1,24.73,28.03,3,0.27,707.8,5,0,0,0,0,4.8,0,0,Normal
ORD-2024-000133,24/09/2024,Germany,Mobile,Marketplace,Debit Card,Sports,102,0,69.96,100.55,1,0.08,64.7,3,0,0,0,0,5,0,0,Normal
ORD-2024-008061,22/01/2024,Turkey,Mobile,Paid Ads,Credit Card,Electronics,247,0,110.07,191.87,6,0.29,593,4,0,1,0,1,4.1,0,1,Fraud Risk
ORD-2025-004668,10/07/2025,Italy,Desktop,Paid Ads,Klarna,Sports,597,7,30.47,49.41,2,0.51,309,4,0,0,0,0,5,0,0,Normal
ORD-2025-009381,10/10/2025,Belgium,Desktop,Social Media,Credit Card,Pet Supplies,322,1,48.31,31.56,1,0.3,1407.2,6,1,0,0,1,4,0,0,Normal
ORD-2023-000604,22/03/2023,France,Desktop,Organic Search,Bank Transfer,Electronics,82,0,57.1,47.78,2,0.23,545.3,4,0,0,1,0,4.8,0,0,Normal
ORD-2023-005640,05/06/2023,Belgium,Mobile,Organic Search,Klarna,Garden,847,6,57.79,92.02,3,0.01,517.2,4,0,0,0,0,5,0,0,Normal
ORD-2023-004803,23/05/2023,Spain,Mobile,Paid Ads,Credit Card,Electronics,269,1,36.15,63.35,1,0.04,744.3,5,0,0,0,0,4.7,0,0,Normal
ORD-2025-009823,29/09/2025,Netherlands,Mobile,Organic Search,Credit Card,Sports,264,1,42.61,41.92,1,0.02,316.4,3,0,0,0,0,5,0,0,Normal
ORD-2024-000394,08/09/2024,Spain,Mobile,Paid Ads,Debit Card,Fashion,376,3,36.82,27.07,7,0.14,558.6,4,0,0,0,0,3.9,0,0,Normal
ORD-2024-011772,10/03/2024,Germany,Mobile,Social Media,Gift Card,Garden,404,2,15.3,29.29,6,0.02,163.9,3,0,0,0,0,4.3,0,0,Normal
ORD-2024-009405,26/11/2024,Spain,Tablet,Direct,Credit Card,Fashion,264,0,40.63,24.63,1,0.17,109.4,4,0,0,0,0,5,0,0,Normal
ORD-2024-007110,31/10/2024,Netherlands,Tablet,Email,PayPal,Garden,129,0,66.54,79.41,3,0.04,1792.2,6,1,1,0,2,3.4,0,0,Normal
ORD-2025-004950,26/01/2025,Spain,Desktop,Marketplace,PayPal,Sports,68,0,27.15,30.2,1,0.3,146.1,3,0,0,0,0,4.4,0,0,Normal
ORD-2025-006113,18/11/2025,Spain,Mobile,Marketplace,PayPal,Home & Kitchen,512,2,17.47,17.39,1,0.04,192.8,3,0,0,0,2,3.3,1,0,Return Risk
ORD-2024-005683,28/12/2024,Italy,Mobile,Email,Debit Card,Home & Kitchen,314,2,27.43,25.83,1,0.01,213.7,4,0,0,0,0,4.9,0,0,Normal
ORD-2025-007380,18/12/2025,Belgium,Tablet,Social Media,Bank Transfer,Electronics,807,5,54.14,155.08,1,0.01,93.7,4,0,0,0,0,5,0,0,Normal
ORD-2024-003406,20/02/2024,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,265,1,72.79,82.03,2,0.06,457.6,4,0,0,0,0,4.9,0,0,Normal
ORD-2025-003617,05/07/2025,Turkey,Desktop,Marketplace,Credit Card,Garden,290,4,19.59,41.9,1,0.06,329.1,4,0,0,0,0,4.8,0,0,Normal
ORD-2023-005287,11/07/2023,Belgium,Desktop,Marketplace,PayPal,Pet Supplies,265,1,26.26,21.86,1,0.14,754.1,4,0,0,0,1,4.5,0,0,Normal
ORD-2023-000182,31/05/2023,Turkey,Mobile,Organic Search,Credit Card,Beauty,119,0,29.02,11.79,2,0.1,494.3,4,0,0,0,0,4.6,0,0,Normal
ORD-2024-002278,28/07/2024,Poland,Desktop,Social Media,PayPal,Electronics,505,3,52.29,136.37,2,0.14,179.2,3,0,0,0,0,4.7,0,0,Normal
ORD-2025-010406,13/10/2025,Spain,Mobile,Organic Search,Bank Transfer,Electronics,169,0,51.36,196.11,7,0.17,109.5,4,0,0,0,0,4,1,0,Return Risk
ORD-2024-003235,17/08/2024,Germany,Mobile,Marketplace,Klarna,Sports,171,1,40.04,28.73,1,0.26,342.3,4,0,0,0,0,4.7,0,0,Normal
ORD-2023-006302,22/12/2023,Turkey,Desktop,Paid Ads,Bank Transfer,Beauty,480,2,62.05,41.69,1,0.25,208.2,3,0,0,0,0,4.6,0,0,Normal
ORD-2025-008371,28/09/2025,Turkey,Mobile,Email,Credit Card,Electronics,1315,5,27.63,58.25,2,0.05,746.4,4,0,0,0,0,5,0,0,Normal
ORD-2023-003801,06/07/2023,France,Desktop,Organic Search,Bank Transfer,Fashion,743,6,53.75,50.27,6,0.08,919.3,5,0,0,0,0,4.1,0,0,Normal
ORD-2025-008266,08/01/2025,Netherlands,Desktop,Email,Credit Card,Home & Kitchen,569,3,58.19,95.55,1,0.09,427.7,5,0,1,0,0,4.2,0,0,Normal
ORD-2025-008001,10/06/2025,Belgium,Desktop,Direct,Klarna,Pet Supplies,425,0,14.76,11.39,1,0.17,180.1,5,0,0,0,0,4.3,0,0,Normal
ORD-2025-009066,28/10/2025,Spain,Desktop,Social Media,Credit Card,Toys,527,2,45.35,59.97,1,0.07,637.6,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-000402,08/07/2025,Italy,Mobile,Social Media,Bank Transfer,Toys,356,4,92.68,38.99,1,0.04,360.9,3,0,0,0,0,4.4,0,0,Normal
ORD-2024-003594,01/01/2024,Germany,Mobile,Paid Ads,Credit Card,Fashion,146,2,93.54,120.76,1,0,454.9,4,0,0,0,1,4.3,0,0,Normal
ORD-2023-004792,01/10/2023,Poland,Mobile,Direct,Credit Card,Garden,460,3,47.41,43.74,4,0.11,457.1,4,0,0,0,0,4.9,0,0,Normal
ORD-2025-001632,16/08/2025,Spain,Mobile,Organic Search,Credit Card,Garden,85,1,22.22,48.85,3,0.25,115.6,3,0,0,0,0,4.7,0,0,Normal
ORD-2023-011763,27/10/2023,Poland,Desktop,Organic Search,PayPal,Garden,211,7,35.72,84,8,0.19,216.9,5,0,0,0,0,4.7,0,0,Normal
ORD-2025-010346,12/02/2025,Spain,Mobile,Paid Ads,Gift Card,Sports,115,2,78.01,84.53,2,0.06,340.4,5,0,0,0,0,4.8,0,0,Normal
ORD-2025-003583,07/02/2025,Netherlands,Desktop,Marketplace,Klarna,Electronics,149,1,32.93,85.57,2,0.1,282.3,4,0,0,0,0,4.9,0,0,Normal
